day,weight,breed,gender,animal_id,farm
1625,444.81770947837003,AC,Females,AC_F_1,Farm1
1655,445.0615317713719,AC,Females,AC_F_1,Farm1
1685,451.20237279545256,AC,Females,AC_F_1,Farm1
1715,444.8959390443971,AC,Females,AC_F_1,Farm1
1745,448.5039016835654,AC,Females,AC_F_1,Farm1
1775,452.77612218845115,AC,Females,AC_F_1,Farm1
1805,449.6763184641544,AC,Females,AC_F_1,Farm1
1835,457.314818236289,AC,Females,AC_F_1,Farm1
1865,452.83886568295105,AC,Females,AC_F_1,Farm1
1895,455.2350369728266,AC,Females,AC_F_1,Farm1
1925,454.95200583194105,AC,Females,AC_F_1,Farm1
1955,456.6172010812515,AC,Females,AC_F_1,Farm1
1985,459.5430463176342,AC,Females,AC_F_1,Farm1
2015,461.4635989423394,AC,Females,AC_F_1,Farm1
2045,458.8194951110314,AC,Females,AC_F_1,Farm1
2075,464.39197539414204,AC,Females,AC_F_1,Farm1
2105,462.31718584403643,AC,Females,AC_F_1,Farm1
2135,460.9317407145005,AC,Females,AC_F_1,Farm1
2165,462.0805552571937,AC,Females,AC_F_1,Farm1
2195,464.63606835906563,AC,Females,AC_F_1,Farm1
2225,465.71183314155485,AC,Females,AC_F_1,Farm1
2255,465.84323689920757,AC,Females,AC_F_1,Farm1
2285,462.1235399000747,AC,Females,AC_F_1,Farm1
2315,464.2024231456478,AC,Females,AC_F_1,Farm1
2345,469.02750142788364,AC,Females,AC_F_1,Farm1
2375,469.766298694299,AC,Females,AC_F_1,Farm1
2405,471.06504062331186,AC,Females,AC_F_1,Farm1
2435,465.11875030966144,AC,Females,AC_F_1,Farm1
2465,464.6660361232396,AC,Females,AC_F_1,Farm1
2495,470.62754092874144,AC,Females,AC_F_1,Farm1
2525,469.2008258652255,AC,Females,AC_F_1,Farm1
2555,468.710087961607,AC,Females,AC_F_1,Farm1
2585,476.0755789754991,AC,Females,AC_F_1,Farm1
2615,469.744861728206,AC,Females,AC_F_1,Farm1
2645,473.31817631251397,AC,Females,AC_F_1,Farm1
2675,468.4800332842902,AC,Females,AC_F_1,Farm1
2705,473.25796036628265,AC,Females,AC_F_1,Farm1
2735,469.9969339656598,AC,Females,AC_F_1,Farm1
2765,474.30647801841525,AC,Females,AC_F_1,Farm1
2795,474.61949865966284,AC,Females,AC_F_1,Farm1
365,226.38185020339156,AC,Females,AC_F_2,Farm1
395,246.49767891580572,AC,Females,AC_F_2,Farm1
425,256.5977066842397,AC,Females,AC_F_2,Farm1
455,266.39597386892825,AC,Females,AC_F_2,Farm1
485,275.0548832714298,AC,Females,AC_F_2,Farm1
515,284.1919033554767,AC,Females,AC_F_2,Farm1
545,290.80984413462585,AC,Females,AC_F_2,Farm1
575,297.5385813702213,AC,Females,AC_F_2,Farm1
605,303.1232394165843,AC,Females,AC_F_2,Farm1
635,319.0670664535495,AC,Females,AC_F_2,Farm1
665,330.86803056337953,AC,Females,AC_F_2,Farm1
695,331.22327485757467,AC,Females,AC_F_2,Farm1
725,346.4659541010824,AC,Females,AC_F_2,Farm1
755,345.6184936217268,AC,Females,AC_F_2,Farm1
785,351.5072649670743,AC,Females,AC_F_2,Farm1
815,357.66132455508034,AC,Females,AC_F_2,Farm1
845,362.8702742676721,AC,Females,AC_F_2,Farm1
875,362.38559635478657,AC,Females,AC_F_2,Farm1
905,369.2670973326656,AC,Females,AC_F_2,Farm1
935,375.60326753573406,AC,Females,AC_F_2,Farm1
965,376.9456360190803,AC,Females,AC_F_2,Farm1
995,387.69251373500265,AC,Females,AC_F_2,Farm1
1025,391.2938010909623,AC,Females,AC_F_2,Farm1
1055,394.66045732712655,AC,Females,AC_F_2,Farm1
1085,399.9364692605183,AC,Females,AC_F_2,Farm1
1115,403.36307679274256,AC,Females,AC_F_2,Farm1
1145,407.6118905761336,AC,Females,AC_F_2,Farm1
1175,408.1475872856891,AC,Females,AC_F_2,Farm1
1205,410.5440589694703,AC,Females,AC_F_2,Farm1
1235,416.5291464788233,AC,Females,AC_F_2,Farm1
1265,418.05497335891425,AC,Females,AC_F_2,Farm1
1295,418.81401293013334,AC,Females,AC_F_2,Farm1
1325,423.56063309557004,AC,Females,AC_F_2,Farm1
1355,423.824814310493,AC,Females,AC_F_2,Farm1
1385,433.34328049887733,AC,Females,AC_F_2,Farm1
1415,433.37616057704935,AC,Females,AC_F_2,Farm1
1445,429.6900477785593,AC,Females,AC_F_2,Farm1
1475,435.51028710424976,AC,Females,AC_F_2,Farm1
1505,434.58833186068705,AC,Females,AC_F_2,Farm1
1535,444.81183519328175,AC,Females,AC_F_2,Farm1
1565,438.5456050119668,AC,Females,AC_F_2,Farm1
1595,440.3277989087047,AC,Females,AC_F_2,Farm1
1625,444.3010518700285,AC,Females,AC_F_2,Farm1
1655,442.6331291799105,AC,Females,AC_F_2,Farm1
1685,450.29044022000244,AC,Females,AC_F_2,Farm1
1715,449.1879431730091,AC,Females,AC_F_2,Farm1
1745,452.44750807383366,AC,Females,AC_F_2,Farm1
1775,453.7458348298415,AC,Females,AC_F_2,Farm1
1805,449.17076032926474,AC,Females,AC_F_2,Farm1
1835,451.71915856514045,AC,Females,AC_F_2,Farm1
1865,458.5743591033159,AC,Females,AC_F_2,Farm1
1895,458.86542060706404,AC,Females,AC_F_2,Farm1
1925,454.23126511229077,AC,Females,AC_F_2,Farm1
1955,458.02560219493205,AC,Females,AC_F_2,Farm1
1985,455.3511662313626,AC,Females,AC_F_2,Farm1
2015,460.42379274715654,AC,Females,AC_F_2,Farm1
2045,462.9174081805654,AC,Females,AC_F_2,Farm1
2075,462.84228002407195,AC,Females,AC_F_2,Farm1
2105,458.8450634892051,AC,Females,AC_F_2,Farm1
2135,461.8994467274674,AC,Females,AC_F_2,Farm1
2165,465.9593602646336,AC,Females,AC_F_2,Farm1
2195,463.49230479952456,AC,Females,AC_F_2,Farm1
2225,469.569425088203,AC,Females,AC_F_2,Farm1
2255,465.08708554018995,AC,Females,AC_F_2,Farm1
2285,464.83434290925686,AC,Females,AC_F_2,Farm1
2315,468.52005448441804,AC,Females,AC_F_2,Farm1
2345,467.83872643832495,AC,Females,AC_F_2,Farm1
2375,467.19402190661947,AC,Females,AC_F_2,Farm1
2405,473.22221815637107,AC,Females,AC_F_2,Farm1
2435,468.49550583786913,AC,Females,AC_F_2,Farm1
2465,470.2482355472565,AC,Females,AC_F_2,Farm1
2495,470.2426717418317,AC,Females,AC_F_2,Farm1
2525,469.3918012174148,AC,Females,AC_F_2,Farm1
2555,467.44900474715223,AC,Females,AC_F_2,Farm1
2585,474.3632096906398,AC,Females,AC_F_2,Farm1
2615,469.6051311408754,AC,Females,AC_F_2,Farm1
2645,474.1762596108437,AC,Females,AC_F_2,Farm1
2675,471.26552685018834,AC,Females,AC_F_2,Farm1
2705,472.0156198365552,AC,Females,AC_F_2,Farm1
2735,470.90411763839194,AC,Females,AC_F_2,Farm1
2765,474.4638298120835,AC,Females,AC_F_2,Farm1
2795,469.45376280573976,AC,Females,AC_F_2,Farm1
365,239.6383056106519,AC,Females,AC_F_3,Farm1
395,238.2642430975538,AC,Females,AC_F_3,Farm1
425,254.71710908000495,AC,Females,AC_F_3,Farm1
455,268.0058054128547,AC,Females,AC_F_3,Farm1
485,267.5662348019093,AC,Females,AC_F_3,Farm1
515,283.7747482858595,AC,Females,AC_F_3,Farm1
545,294.178820557048,AC,Females,AC_F_3,Farm1
575,294.99706072065936,AC,Females,AC_F_3,Farm1
605,310.6142198678733,AC,Females,AC_F_3,Farm1
635,315.0353056626861,AC,Females,AC_F_3,Farm1
665,324.73350554763874,AC,Females,AC_F_3,Farm1
695,339.3199426822209,AC,Females,AC_F_3,Farm1
725,340.9687020896029,AC,Females,AC_F_3,Farm1
755,345.55738767732953,AC,Females,AC_F_3,Farm1
785,350.52589808958857,AC,Females,AC_F_3,Farm1
815,354.25675626580687,AC,Females,AC_F_3,Farm1
845,362.17850112868155,AC,Females,AC_F_3,Farm1
875,368.04171888083505,AC,Females,AC_F_3,Farm1
905,374.7551410186991,AC,Females,AC_F_3,Farm1
935,375.8224388259046,AC,Females,AC_F_3,Farm1
965,386.28186822756277,AC,Females,AC_F_3,Farm1
995,387.00714864793116,AC,Females,AC_F_3,Farm1
1025,390.3371890723408,AC,Females,AC_F_3,Farm1
1055,394.58902830387797,AC,Females,AC_F_3,Farm1
1085,401.2060607330441,AC,Females,AC_F_3,Farm1
1115,404.2228632029254,AC,Females,AC_F_3,Farm1
1145,411.2267178024537,AC,Females,AC_F_3,Farm1
1175,411.3865500948733,AC,Females,AC_F_3,Farm1
1205,415.7245884286767,AC,Females,AC_F_3,Farm1
1235,421.4760645061786,AC,Females,AC_F_3,Farm1
1265,418.0168275707321,AC,Females,AC_F_3,Farm1
1295,423.26083334618403,AC,Females,AC_F_3,Farm1
1325,424.14379301218116,AC,Females,AC_F_3,Farm1
1355,429.64725920506277,AC,Females,AC_F_3,Farm1
1385,427.87789554069707,AC,Females,AC_F_3,Farm1
1415,434.9526340518282,AC,Females,AC_F_3,Farm1
1445,435.3130772168688,AC,Females,AC_F_3,Farm1
1475,433.95600663871426,AC,Females,AC_F_3,Farm1
1505,439.3628860125845,AC,Females,AC_F_3,Farm1
1535,438.77721499920807,AC,Females,AC_F_3,Farm1
1565,441.69303275960425,AC,Females,AC_F_3,Farm1
1595,446.45131313537865,AC,Females,AC_F_3,Farm1
1625,448.4101136052516,AC,Females,AC_F_3,Farm1
1655,441.83668613281003,AC,Females,AC_F_3,Farm1
1685,448.5728090936798,AC,Females,AC_F_3,Farm1
1715,448.34705597701173,AC,Females,AC_F_3,Farm1
1745,451.6763280706689,AC,Females,AC_F_3,Farm1
1775,451.0605659743457,AC,Females,AC_F_3,Farm1
1805,454.30527329336695,AC,Females,AC_F_3,Farm1
1835,450.65191246081304,AC,Females,AC_F_3,Farm1
1865,456.35296894975954,AC,Females,AC_F_3,Farm1
1895,454.23597495811265,AC,Females,AC_F_3,Farm1
1925,458.4547690565516,AC,Females,AC_F_3,Farm1
1955,458.0208725799128,AC,Females,AC_F_3,Farm1
1985,462.49770107476115,AC,Females,AC_F_3,Farm1
2015,463.6367202596077,AC,Females,AC_F_3,Farm1
2045,459.5849942759632,AC,Females,AC_F_3,Farm1
2075,469.045065946222,AC,Females,AC_F_3,Farm1
2105,463.5419154935286,AC,Females,AC_F_3,Farm1
2135,464.0958804835284,AC,Females,AC_F_3,Farm1
2165,463.15396422368633,AC,Females,AC_F_3,Farm1
2195,460.8835025598295,AC,Females,AC_F_3,Farm1
2225,463.90012784629863,AC,Females,AC_F_3,Farm1
2255,465.57702034133933,AC,Females,AC_F_3,Farm1
2285,468.85361085124384,AC,Females,AC_F_3,Farm1
2315,464.85230727604187,AC,Females,AC_F_3,Farm1
2345,464.5877516424952,AC,Females,AC_F_3,Farm1
2375,467.2982789121543,AC,Females,AC_F_3,Farm1
2405,467.1453058186433,AC,Females,AC_F_3,Farm1
2435,466.28713497198066,AC,Females,AC_F_3,Farm1
2465,469.4895817097701,AC,Females,AC_F_3,Farm1
2495,468.10852417916476,AC,Females,AC_F_3,Farm1
2525,472.8773350488193,AC,Females,AC_F_3,Farm1
2555,472.3799448343119,AC,Females,AC_F_3,Farm1
2585,465.1127068288706,AC,Females,AC_F_3,Farm1
2615,470.2512211636596,AC,Females,AC_F_3,Farm1
2645,471.01557693973916,AC,Females,AC_F_3,Farm1
2675,474.7889656079045,AC,Females,AC_F_3,Farm1
2705,470.7223631611852,AC,Females,AC_F_3,Farm1
2735,471.73905886368243,AC,Females,AC_F_3,Farm1
2765,474.9908349637329,AC,Females,AC_F_3,Farm1
2795,475.84950382029814,AC,Females,AC_F_3,Farm1
365,234.67399457835504,AC,Females,AC_F_4,Farm1
395,238.1946502482151,AC,Females,AC_F_4,Farm1
425,259.58931667384235,AC,Females,AC_F_4,Farm1
455,264.14315243359385,AC,Females,AC_F_4,Farm1
485,273.11480584137433,AC,Females,AC_F_4,Farm1
515,285.70413287091185,AC,Females,AC_F_4,Farm1
545,298.94683327674085,AC,Females,AC_F_4,Farm1
575,302.70268811890185,AC,Females,AC_F_4,Farm1
605,309.83404742774525,AC,Females,AC_F_4,Farm1
635,320.685358208343,AC,Females,AC_F_4,Farm1
665,334.4357881575154,AC,Females,AC_F_4,Farm1
695,328.59557513584656,AC,Females,AC_F_4,Farm1
725,339.58550008794896,AC,Females,AC_F_4,Farm1
755,353.22471998493637,AC,Females,AC_F_4,Farm1
785,353.3877407588119,AC,Females,AC_F_4,Farm1
815,352.94092763940745,AC,Females,AC_F_4,Farm1
845,365.9414531674723,AC,Females,AC_F_4,Farm1
875,367.6677398388497,AC,Females,AC_F_4,Farm1
905,370.3963635664379,AC,Females,AC_F_4,Farm1
935,380.20984919079336,AC,Females,AC_F_4,Farm1
965,382.56288360529334,AC,Females,AC_F_4,Farm1
995,386.76107997648757,AC,Females,AC_F_4,Farm1
1025,390.4748662247535,AC,Females,AC_F_4,Farm1
1055,397.888727062323,AC,Females,AC_F_4,Farm1
1085,399.72135063629224,AC,Females,AC_F_4,Farm1
1115,407.2531359063651,AC,Females,AC_F_4,Farm1
1145,407.7107617153712,AC,Females,AC_F_4,Farm1
1175,409.0945366072195,AC,Females,AC_F_4,Farm1
1205,415.4553805248304,AC,Females,AC_F_4,Farm1
1235,418.58942349734355,AC,Females,AC_F_4,Farm1
1265,413.82435668399785,AC,Females,AC_F_4,Farm1
1295,423.7955810274541,AC,Females,AC_F_4,Farm1
1325,423.9119544492716,AC,Females,AC_F_4,Farm1
1355,428.2514415819157,AC,Females,AC_F_4,Farm1
1385,430.360654598045,AC,Females,AC_F_4,Farm1
1415,438.41518879917265,AC,Females,AC_F_4,Farm1
1445,438.0420992155285,AC,Females,AC_F_4,Farm1
1475,437.8040194028476,AC,Females,AC_F_4,Farm1
1505,436.5852374800773,AC,Females,AC_F_4,Farm1
1535,437.6614882106344,AC,Females,AC_F_4,Farm1
1565,441.0193717890729,AC,Females,AC_F_4,Farm1
1595,444.4987695739066,AC,Females,AC_F_4,Farm1
1625,444.2421147506911,AC,Females,AC_F_4,Farm1
1655,444.1229418586816,AC,Females,AC_F_4,Farm1
1685,451.8772464290004,AC,Females,AC_F_4,Farm1
1715,446.93403148781084,AC,Females,AC_F_4,Farm1
1745,452.1607421378857,AC,Females,AC_F_4,Farm1
1775,448.7280581095992,AC,Females,AC_F_4,Farm1
1805,453.5233965632841,AC,Females,AC_F_4,Farm1
1835,452.3872843490461,AC,Females,AC_F_4,Farm1
1865,455.58068039547805,AC,Females,AC_F_4,Farm1
1895,453.99408314029773,AC,Females,AC_F_4,Farm1
1925,452.5052277647098,AC,Females,AC_F_4,Farm1
1955,458.82995013788616,AC,Females,AC_F_4,Farm1
1985,457.89965694736196,AC,Females,AC_F_4,Farm1
2015,460.006443085651,AC,Females,AC_F_4,Farm1
2045,469.22587883960875,AC,Females,AC_F_4,Farm1
2075,468.76991632137003,AC,Females,AC_F_4,Farm1
2105,466.692942273929,AC,Females,AC_F_4,Farm1
2135,465.77728314317716,AC,Females,AC_F_4,Farm1
2165,468.54363989074716,AC,Females,AC_F_4,Farm1
2195,463.881705470595,AC,Females,AC_F_4,Farm1
2225,466.5091107064062,AC,Females,AC_F_4,Farm1
2255,463.1134454801052,AC,Females,AC_F_4,Farm1
2285,467.8182514883224,AC,Females,AC_F_4,Farm1
2315,467.09907100976795,AC,Females,AC_F_4,Farm1
2345,468.4314513412889,AC,Females,AC_F_4,Farm1
2375,471.2626125553073,AC,Females,AC_F_4,Farm1
2405,471.9058063769632,AC,Females,AC_F_4,Farm1
2435,468.18512966210557,AC,Females,AC_F_4,Farm1
2465,469.52846739499563,AC,Females,AC_F_4,Farm1
2495,472.92592965664016,AC,Females,AC_F_4,Farm1
2525,469.78293455669,AC,Females,AC_F_4,Farm1
2555,472.5402677769963,AC,Females,AC_F_4,Farm1
2585,473.0935459457346,AC,Females,AC_F_4,Farm1
2615,471.3078123181969,AC,Females,AC_F_4,Farm1
2645,468.6604289852224,AC,Females,AC_F_4,Farm1
2675,472.34347574512975,AC,Females,AC_F_4,Farm1
2705,475.1500761574267,AC,Females,AC_F_4,Farm1
2735,471.34026306267964,AC,Females,AC_F_4,Farm1
2765,469.6258252934933,AC,Females,AC_F_4,Farm1
2795,473.4548210499047,AC,Females,AC_F_4,Farm1
365,233.092681407309,AC,Females,AC_F_5,Farm1
395,242.80196263181938,AC,Females,AC_F_5,Farm1
425,252.42148130441632,AC,Females,AC_F_5,Farm1
455,262.92837438916143,AC,Females,AC_F_5,Farm1
485,271.36703011918314,AC,Females,AC_F_5,Farm1
515,285.288159892425,AC,Females,AC_F_5,Farm1
545,287.7015160114006,AC,Females,AC_F_5,Farm1
575,294.8903283549298,AC,Females,AC_F_5,Farm1
605,310.5814418249825,AC,Females,AC_F_5,Farm1
635,325.23869615457636,AC,Females,AC_F_5,Farm1
665,333.4023111120927,AC,Females,AC_F_5,Farm1
695,324.4625287157681,AC,Females,AC_F_5,Farm1
725,341.29746144974547,AC,Females,AC_F_5,Farm1
755,347.7791166059986,AC,Females,AC_F_5,Farm1
785,354.6645806903424,AC,Females,AC_F_5,Farm1
815,360.9127015567914,AC,Females,AC_F_5,Farm1
845,362.79652971664325,AC,Females,AC_F_5,Farm1
875,368.07370810790485,AC,Females,AC_F_5,Farm1
905,373.72528703010596,AC,Females,AC_F_5,Farm1
935,379.8062959474269,AC,Females,AC_F_5,Farm1
965,379.0799666548768,AC,Females,AC_F_5,Farm1
995,386.19467716607244,AC,Females,AC_F_5,Farm1
1025,388.79205415411457,AC,Females,AC_F_5,Farm1
1055,395.7864469321258,AC,Females,AC_F_5,Farm1
1085,400.35362141159624,AC,Females,AC_F_5,Farm1
1115,402.53789984880524,AC,Females,AC_F_5,Farm1
1145,408.93792235594907,AC,Females,AC_F_5,Farm1
1175,409.487370898939,AC,Females,AC_F_5,Farm1
1205,416.396601268747,AC,Females,AC_F_5,Farm1
1235,415.2433663453265,AC,Females,AC_F_5,Farm1
1265,419.9696483495592,AC,Females,AC_F_5,Farm1
1295,420.52358040595254,AC,Females,AC_F_5,Farm1
1325,424.46302739828167,AC,Females,AC_F_5,Farm1
1355,429.4847260359531,AC,Females,AC_F_5,Farm1
1385,429.0409020993837,AC,Females,AC_F_5,Farm1
1415,431.2156079115393,AC,Females,AC_F_5,Farm1
1445,435.8571314056237,AC,Females,AC_F_5,Farm1
1475,438.1535839205762,AC,Females,AC_F_5,Farm1
1505,436.8109173524459,AC,Females,AC_F_5,Farm1
1535,440.82158253949945,AC,Females,AC_F_5,Farm1
1565,437.00354285039975,AC,Females,AC_F_5,Farm1
1595,443.8381377923515,AC,Females,AC_F_5,Farm1
1625,441.49759813330434,AC,Females,AC_F_5,Farm1
1655,448.76436341044746,AC,Females,AC_F_5,Farm1
1685,442.80135437307325,AC,Females,AC_F_5,Farm1
1715,449.27953031879883,AC,Females,AC_F_5,Farm1
1745,448.02010065911264,AC,Females,AC_F_5,Farm1
1775,452.33575811856144,AC,Females,AC_F_5,Farm1
1805,451.6341735720624,AC,Females,AC_F_5,Farm1
1835,459.9910668424312,AC,Females,AC_F_5,Farm1
1865,455.59610599395336,AC,Females,AC_F_5,Farm1
1895,453.72638859219853,AC,Females,AC_F_5,Farm1
1925,458.9640654665061,AC,Females,AC_F_5,Farm1
1955,456.12677700888435,AC,Females,AC_F_5,Farm1
1985,455.47981140874924,AC,Females,AC_F_5,Farm1
2015,460.9665002702965,AC,Females,AC_F_5,Farm1
2045,456.80945949741886,AC,Females,AC_F_5,Farm1
2075,462.2026445720461,AC,Females,AC_F_5,Farm1
2105,462.1484976844323,AC,Females,AC_F_5,Farm1
2135,466.1906404637904,AC,Females,AC_F_5,Farm1
2165,463.001175104389,AC,Females,AC_F_5,Farm1
2195,466.1394102819926,AC,Females,AC_F_5,Farm1
2225,464.80975345294553,AC,Females,AC_F_5,Farm1
2255,465.6272938216908,AC,Females,AC_F_5,Farm1
2285,465.5365242421571,AC,Females,AC_F_5,Farm1
2315,466.5621324415578,AC,Females,AC_F_5,Farm1
2345,467.67481904041114,AC,Females,AC_F_5,Farm1
2375,468.4190545201364,AC,Females,AC_F_5,Farm1
2405,464.09283384340375,AC,Females,AC_F_5,Farm1
2435,470.8802897016839,AC,Females,AC_F_5,Farm1
2465,468.6865454697577,AC,Females,AC_F_5,Farm1
2495,466.71466997218,AC,Females,AC_F_5,Farm1
2525,469.6480721068143,AC,Females,AC_F_5,Farm1
2555,468.63832004934426,AC,Females,AC_F_5,Farm1
2585,470.8445930552494,AC,Females,AC_F_5,Farm1
2615,470.7636891743322,AC,Females,AC_F_5,Farm1
2645,468.7678773200965,AC,Females,AC_F_5,Farm1
2675,472.31211099641916,AC,Females,AC_F_5,Farm1
2705,470.21667141454526,AC,Females,AC_F_5,Farm1
2735,473.1951044618099,AC,Females,AC_F_5,Farm1
2765,466.81802896289423,AC,Females,AC_F_5,Farm1
2795,473.17411124720326,AC,Females,AC_F_5,Farm1
365,230.12873319407436,AC,Females,AC_F_6,Farm1
395,241.932773269768,AC,Females,AC_F_6,Farm1
425,259.4688699987382,AC,Females,AC_F_6,Farm1
455,263.60959182948545,AC,Females,AC_F_6,Farm1
485,275.8669034406774,AC,Females,AC_F_6,Farm1
515,287.70239832240287,AC,Females,AC_F_6,Farm1
545,298.4540482586264,AC,Females,AC_F_6,Farm1
575,298.1789766747679,AC,Females,AC_F_6,Farm1
605,313.89649907106786,AC,Females,AC_F_6,Farm1
635,314.9932468055717,AC,Females,AC_F_6,Farm1
665,320.4672247503764,AC,Females,AC_F_6,Farm1
695,337.1659928694712,AC,Females,AC_F_6,Farm1
725,337.02849892058185,AC,Females,AC_F_6,Farm1
755,346.58325216878586,AC,Females,AC_F_6,Farm1
785,354.8703848294476,AC,Females,AC_F_6,Farm1
815,361.04858740230475,AC,Females,AC_F_6,Farm1
845,363.1162452836817,AC,Females,AC_F_6,Farm1
875,367.9834468221635,AC,Females,AC_F_6,Farm1
905,372.86606807293157,AC,Females,AC_F_6,Farm1
935,378.47032388240467,AC,Females,AC_F_6,Farm1
965,385.77189362937736,AC,Females,AC_F_6,Farm1
995,383.4272621079712,AC,Females,AC_F_6,Farm1
1025,391.23259648585304,AC,Females,AC_F_6,Farm1
1055,397.82172416603913,AC,Females,AC_F_6,Farm1
1085,401.51874479811255,AC,Females,AC_F_6,Farm1
1115,398.9995586627307,AC,Females,AC_F_6,Farm1
1145,408.95055793394425,AC,Females,AC_F_6,Farm1
1175,410.2591225515758,AC,Females,AC_F_6,Farm1
1205,410.8375205868389,AC,Females,AC_F_6,Farm1
1235,414.0506575380874,AC,Females,AC_F_6,Farm1
1265,417.5830179671938,AC,Females,AC_F_6,Farm1
1295,421.26277290673966,AC,Females,AC_F_6,Farm1
1325,427.109931513744,AC,Females,AC_F_6,Farm1
1355,424.67494778067817,AC,Females,AC_F_6,Farm1
1385,426.6948320834747,AC,Females,AC_F_6,Farm1
1415,429.2818838659104,AC,Females,AC_F_6,Farm1
1445,433.0049998129948,AC,Females,AC_F_6,Farm1
1475,430.441666218181,AC,Females,AC_F_6,Farm1
1505,440.4912797561018,AC,Females,AC_F_6,Farm1
1535,439.75989355333576,AC,Females,AC_F_6,Farm1
1565,443.1122432667269,AC,Females,AC_F_6,Farm1
1595,444.3529745635647,AC,Females,AC_F_6,Farm1
1625,445.1569824907323,AC,Females,AC_F_6,Farm1
1655,445.5053570880342,AC,Females,AC_F_6,Farm1
1685,444.3463986687874,AC,Females,AC_F_6,Farm1
1715,448.1999507226243,AC,Females,AC_F_6,Farm1
1745,450.2886347874334,AC,Females,AC_F_6,Farm1
1775,453.20618717440857,AC,Females,AC_F_6,Farm1
1805,455.5508232645665,AC,Females,AC_F_6,Farm1
1835,457.234620597992,AC,Females,AC_F_6,Farm1
1865,452.79550068058387,AC,Females,AC_F_6,Farm1
1895,456.20162255320383,AC,Females,AC_F_6,Farm1
1925,458.27814230906523,AC,Females,AC_F_6,Farm1
1955,458.4784527002899,AC,Females,AC_F_6,Farm1
1985,461.9715243289634,AC,Females,AC_F_6,Farm1
2015,459.58212087407935,AC,Females,AC_F_6,Farm1
2045,464.4180823347579,AC,Females,AC_F_6,Farm1
2075,461.20614589869007,AC,Females,AC_F_6,Farm1
2105,461.3506595267017,AC,Females,AC_F_6,Farm1
2135,459.68065186217376,AC,Females,AC_F_6,Farm1
2165,465.94606214047536,AC,Females,AC_F_6,Farm1
2195,468.1100068540251,AC,Females,AC_F_6,Farm1
2225,467.2762573891828,AC,Females,AC_F_6,Farm1
2255,465.264762532783,AC,Females,AC_F_6,Farm1
2285,468.2696651495227,AC,Females,AC_F_6,Farm1
2315,465.08578399963454,AC,Females,AC_F_6,Farm1
2345,469.9773692010044,AC,Females,AC_F_6,Farm1
2375,463.1359768084995,AC,Females,AC_F_6,Farm1
2405,467.62172919620457,AC,Females,AC_F_6,Farm1
2435,465.5916615152535,AC,Females,AC_F_6,Farm1
2465,468.32049510533926,AC,Females,AC_F_6,Farm1
2495,467.28685950352934,AC,Females,AC_F_6,Farm1
2525,469.7781052365807,AC,Females,AC_F_6,Farm1
2555,471.76532900378845,AC,Females,AC_F_6,Farm1
2585,470.75034872870714,AC,Females,AC_F_6,Farm1
2615,472.0613898263124,AC,Females,AC_F_6,Farm1
2645,470.8505871045475,AC,Females,AC_F_6,Farm1
